id,smiles,pKi
ZINC000013741689,CCCN[C@H]1CCc2cc(F)ccc2C1,6.23
ZINC000013741696,CCCN(CCC)[C@@H]1CCc2cc(F)c3[nH]cc(C#N)c3c2C1,8.07
ZINC000013741697,CCCN(CCC)[C@H]1CCc2cc(F)c3[nH]cc(C#N)c3c2C1,8.07
ZINC000013741698,CCCN(CCC)[C@@H]1CCc2cc(F)c3[nH]cc(C(=O)CC)c3c2C1,7.44
ZINC000013741699,CCCN(CCC)[C@H]1CCc2cc(F)c3[nH]cc(C(=O)CC)c3c2C1,7.44
ZINC000013741700,CCCc1c[nH]c2c(F)cc3c(c12)C[C@H](N(CCC)CCC)CC3,8.08
ZINC000013741701,CCCc1c[nH]c2c(F)cc3c(c12)C[C@@H](N(CCC)CCC)CC3,8.08
ZINC000013741702,CCCN(CCC)[C@@H]1CCc2cc(F)c3c(ccn3C)c2C1,6.66
ZINC000013741703,CCCN(CCC)[C@H]1CCc2cc(F)c3c(ccn3C)c2C1,6.66
ZINC000013741704,CCCN(CCC)[C@@H]1CCc2cc(F)c3c(c(C=O)cn3C)c2C1,6.38
ZINC000013741705,CCCN(CCC)[C@H]1CCc2cc(F)c3c(c(C=O)cn3C)c2C1,6.38
ZINC000013741706,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C(=O)C(F)(F)F)c3c2C1,6.95
ZINC000013741707,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C(=O)C(F)(F)F)c3c2C1,6.95
ZINC000013741708,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,6.97
ZINC000013741709,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C(C)=O)c3c2C1,6.97
ZINC000013741716,CCCN(CCC)[C@@H]1CCc2ccc3c(c2C1)CC(=O)N3,7.59
ZINC000013741717,CCCN(CCC)[C@H]1CCc2ccc3c(c2C1)CC(=O)N3,7.59
ZINC000013741720,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(C)c3c2C1,7.37
ZINC000013741721,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(C)c3c2C1,7.37
ZINC000013741722,CCCN(CCC)[C@@H]1CCc2ccc3c(c(C=O)cn3C)c2C1,6.48
ZINC000013741723,CCCN(CCC)[C@H]1CCc2ccc3c(c(C=O)cn3C)c2C1,6.48
ZINC000013741724,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(SC)c3c2C1,7.74
ZINC000013741725,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(SC)c3c2C1,7.74
ZINC000013741726,CCCN(CCC)[C@@H]1CCc2ccc3[nH]cc(S(C)(=O)=O)c3c2C1,7.28
ZINC000013741727,CCCN(CCC)[C@H]1CCc2ccc3[nH]cc(S(C)(=O)=O)c3c2C1,7.28
ZINC000013741728,CCCN[C@@H]1CCc2ccc3[nH]ccc3c2C1,7.16
ZINC000013741729,CCCN[C@H]1CCc2ccc3[nH]ccc3c2C1,7.16
ZINC000013741730,CCCN(C)[C@@H]1CCc2ccc3[nH]ccc3c2C1,6.77
ZINC000013741731,CCCN(C)[C@H]1CCc2ccc3[nH]ccc3c2C1,6.77
ZINC000013741732,C=CCN(CCC)[C@@H]1CCc2ccc3[nH]ccc3c2C1,7.46
ZINC000013741733,C=CCN(CCC)[C@H]1CCc2ccc3[nH]ccc3c2C1,7.46
ZINC000013741735,CCCN(CC1CC1)[C@@H]1CCc2ccc3[nH]ccc3c2C1,7.12
ZINC000013741736,CCCN(CC1CC1)[C@H]1CCc2ccc3[nH]ccc3c2C1,7.12
ZINC000013741737,CCCN(Cc1ccccc1)[C@@H]1CCc2ccc3[nH]ccc3c2C1,6.72
ZINC000013741738,CCCN(Cc1ccccc1)[C@H]1CCc2ccc3[nH]ccc3c2C1,6.72
ZINC000013741739,CCCN(CCc1ccccc1)[C@@H]1CCc2ccc3[nH]ccc3c2C1,8.13
ZINC000013741740,CCCN(CCc1ccccc1)[C@H]1CCc2ccc3[nH]ccc3c2C1,8.13
ZINC000013741741,CCCN(CCc1cccs1)[C@@H]1CCc2ccc3[nH]ccc3c2C1,7.89
ZINC000013741742,CCCN(CCc1cccs1)[C@H]1CCc2ccc3[nH]ccc3c2C1,7.89
ZINC000013741743,CCCN(CCCc1ccccc1OC)[C@@H]1CCc2ccc3[nH]ccc3c2C1,8.6
ZINC000013741744,CCCN(CCCc1ccccc1OC)[C@H]1CCc2ccc3[nH]ccc3c2C1,8.6
ZINC000013741745,CCCN(CCCOc1cccc(Cl)c1)[C@@H]1CCc2ccc3[nH]ccc3c2C1,7.89
ZINC000013741746,CCCN(CCCOc1cccc(Cl)c1)[C@H]1CCc2ccc3[nH]ccc3c2C1,7.89
ZINC000013741747,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@@H]1CCc2ccc3[nH]ccc3c2C1,7.59
ZINC000013741748,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]1CCc2ccc3[nH]ccc3c2C1,7.59
ZINC000013741749,CCCN[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,7.57
ZINC000013741750,CCCN[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,7.57
ZINC000013741751,CCCN(C)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,7.8
ZINC000013741752,CCCN(C)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,7.8
ZINC000013741756,CCCN(Cc1ccccc1)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,7.48
ZINC000013741757,CCCN(Cc1ccccc1)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,7.48
ZINC000013741758,CCCN(CCc1ccccc1)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.55
ZINC000013741759,CCCN(CCc1ccccc1)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.55
ZINC000013741760,CCCN(CCc1cccs1)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.7
ZINC000013741761,CCCN(CCc1cccs1)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.7
ZINC000013741762,CCCN(CCCc1ccccc1OC)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.47
ZINC000013741763,CCCN(CCCc1ccccc1OC)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.47
ZINC000013741764,CCCN(CCCOc1cccc(Cl)c1)[C@@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.29
ZINC000013741765,CCCN(CCCOc1cccc(Cl)c1)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.29
ZINC000013741767,CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.01
ZINC000013741769,CCCN(CCCc1ccccc1)[C@H]1CCc2ccc3[nH]cc(C=O)c3c2C1,8.7
ZINC000013741774,c1ccc(CCCNC[C@@H]2CCc3ccc4[nH]ccc4c3C2)cc1,7.2
ZINC000013741775,c1ccc(CCCNC[C@H]2CCc3ccc4[nH]ccc4c3C2)cc1,7.2
ZINC000013743220,CN(C)S(=O)(=O)Nc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,9.59
ZINC000013745611,COc1ccc2[nH]c3c(c2c1)C[C@@H](N)CC3,5.92
